0<=x<30; y0=61+0.633333x; interpolation
3030<=x<3060; y101=-18+0.0333333x; interpolation
3060<=x<3090; y102=186+-0.0333333x; interpolation
3090<=x<3120; y103=-432+0.166667x; interpolation
3120<=x<3150; y104=296+-0.0666667x; interpolation
3150<=x<3180; y105=2186+-0.666667x; interpolation
3180<=x<3210; y106=-1736+0.566667x; interpolation
3210<=x<3240; y107=1902+-0.566667x; interpolation
3240<=x<3270; y108=-258+0.1x; interpolation
3270<=x<3300; y109=-1784+0.566667x; interpolation
3300<=x<3330; y110=416+-0.1x; interpolation
3330<=x<3360; y111=-250+0.1x; interpolation
3360<=x<3390; y112=-26+0.0333333x; interpolation
3390<=x<3420; y113=87+0x; interpolation
3420<=x<3450; y114=315+-0.0666667x; interpolation
3450<=x<3480; y115=85+0x; interpolation
3480<=x<3510; y116=1941+-0.533333x; interpolation
3510<=x<3540; y117=-1803+0.533333x; interpolation
3540<=x<3570; y118=321+-0.0666667x; interpolation
3570<=x<3600; y119=-274+0.1x; interpolation
3600<=x<3630; y120=446+-0.1x; interpolation
3630<=x<3660; y121=-522+0.166667x; interpolation
3660<=x<3690; y122=576+-0.133333x; interpolation
3690<=x<3720; y123=-39+0.0333333x; interpolation
3720<=x<3750; y124=209+-0.0333333x; interpolation
3750<=x<3780; y125=2334+-0.6x; interpolation
3780<=x<3810; y126=-2454+0.666667x; interpolation
3810<=x<3840; y127=-41+0.0333333x; interpolation
3840<=x<3870; y128=599+-0.133333x; interpolation
3870<=x<3900; y129=2276+-0.566667x; interpolation
3900<=x<3930; y130=66+0x; interpolation
3930<=x<3960; y131=-2554+0.666667x; interpolation
3960<=x<3990; y132=1010+-0.233333x; interpolation
3990<=x<4020; y133=1808+-0.433333x; interpolation
4020<=x<4050; y134=-202+0.0666667x; interpolation
4050<=x<4080; y135=-1957+0.5x; interpolation
4080<=x<4110; y136=83+0x; interpolation
4110<=x<4140; y137=2549+-0.6x; interpolation
4140<=x<4170; y138=-2833+0.7x; interpolation
4170<=x<4200; y139=781+-0.166667x; interpolation
4200<=x<4230; y140=2321+-0.533333x; interpolation
4230<=x<4260; y141=-3037+0.733333x; interpolation
4260<=x<4290; y142=371+-0.0666667x; interpolation
4290<=x<4320; y143=2945+-0.666667x; interpolation
4320<=x<4350; y144=-511+0.133333x; interpolation
4350<=x<4380; y145=-2251+0.533333x; interpolation
4380<=x<4410; y146=2859+-0.633333x; interpolation
4410<=x<4440; y147=5799+-1.3x; interpolation
4440<=x<4470; y148=-5893+1.33333x; interpolation
4470<=x<4500; y149=365+-0.0666667x; interpolation
4500<=x<4530; y150=-2185+0.5x; interpolation
4530<=x<4560; y151=-977+0.233333x; interpolation
4560<=x<4590; y152=1303+-0.266667x; interpolation
4590<=x<4620; y153=-1145+0.266667x; interpolation
4620<=x<4650; y154=1319+-0.266667x; interpolation
4650<=x<4680; y155=-1161+0.266667x; interpolation
4680<=x<4710; y156=1179+-0.233333x; interpolation
4710<=x<4740; y157=-1019+0.233333x; interpolation
4740<=x<4770; y158=403+-0.0666667x; interpolation
4770<=x<4800; y159=3424+-0.7x; interpolation
4800<=x<4830; y160=-3616+0.766667x; interpolation
4830<=x<4860; y161=3629+-0.733333x; interpolation
4860<=x<4890; y162=-3175+0.666667x; interpolation
4890<=x<4920; y163=3345+-0.666667x; interpolation
4920<=x<4950; y164=-3379+0.7x; interpolation
4950<=x<4980; y165=3386+-0.666667x; interpolation
4980<=x<5010; y166=-764+0.166667x; interpolation
5010<=x<5040; y167=-2100+0.433333x; interpolation
5040<=x<5070; y168=2436+-0.466667x; interpolation
5070<=x<5100; y169=-1620+0.333333x; interpolation
5100<=x<5130; y170=80+0x; interpolation
5130<=x<5160; y171=2474+-0.466667x; interpolation
5160<=x<5190; y172=-3202+0.633333x; interpolation
5190<=x<5220; y173=3199+-0.6x; interpolation
5220<=x<5250; y174=1111+-0.2x; interpolation
5250<=x<5280; y175=-989+0.2x; interpolation
5280<=x<5310; y176=-813+0.166667x; interpolation
5310<=x<5340; y177=-2406+0.466667x; interpolation
5340<=x<5370; y178=2400+-0.433333x; interpolation
5370<=x<5400; y179=-1896+0.366667x; interpolation
5400<=x<5430; y180=2064+-0.366667x; interpolation
5430<=x<5460; y181=-1737+0.333333x; interpolation
5460<=x<5490; y182=1175+-0.2x; interpolation
5490<=x<5520; y183=2090+-0.366667x; interpolation
5520<=x<5550; y184=-3246+0.6x; interpolation
5550<=x<5580; y185=3044+-0.533333x; interpolation
5580<=x<5610; y186=-2722+0.5x; interpolation
5610<=x<5640; y187=3075+-0.533333x; interpolation
5640<=x<5670; y188=-3505+0.633333x; interpolation
5670<=x<5700; y189=1598+-0.266667x; interpolation
5700<=x<5730; y190=2738+-0.466667x; interpolation
5730<=x<5760; y191=-3947+0.7x; interpolation
5760<=x<5790; y192=3733+-0.633333x; interpolation
5790<=x<5820; y193=-3987+0.7x; interpolation
5820<=x<5850; y194=4355+-0.733333x; interpolation
5850<=x<5880; y195=-4225+0.733333x; interpolation
5880<=x<5910; y196=4203+-0.7x; interpolation
5910<=x<5940; y197=-3480+0.6x; interpolation
5940<=x<5970; y198=-312+0.0666667x; interpolation
5970<=x<6000; y199=683+-0.1x; interpolation
6000<=x<6030; y200=3683+-0.6x; interpolation
6030<=x<6060; y201=-3955+0.666667x; interpolation
6060<=x<6090; y202=3923+-0.633333x; interpolation
6090<=x<6120; y203=-4197+0.7x; interpolation
6120<=x<6150; y204=903+-0.133333x; interpolation
6150<=x<6180; y205=83+0x; interpolation
6180<=x<6210; y206=-947+0.166667x; interpolation
6210<=x<6240; y207=4642+-0.733333x; interpolation
6240<=x<6270; y208=-3886+0.633333x; interpolation
6270<=x<6300; y209=3847+-0.6x; interpolation
6300<=x<6330; y210=-4133+0.666667x; interpolation
6330<=x<6360; y211=4096+-0.633333x; interpolation
6360<=x<6390; y212=-3748+0.6x; interpolation
6390<=x<6420; y213=-127+0.0333333x; interpolation
6420<=x<6450; y214=515+-0.0666667x; interpolation
6450<=x<6480; y215=515+-0.0666667x; interpolation
6480<=x<6510; y216=3971+-0.6x; interpolation
6510<=x<6540; y217=-4709+0.733333x; interpolation
6540<=x<6570; y218=4665+-0.7x; interpolation
6570<=x<6600; y219=-4095+0.633333x; interpolation
6600<=x<6630; y220=4265+-0.633333x; interpolation
6630<=x<6660; y221=-376+0.0666667x; interpolation
6660<=x<6690; y222=-3706+0.566667x; interpolation
6690<=x<6720; y223=531+-0.0666667x; interpolation
6720<=x<6750; y224=3891+-0.566667x; interpolation
6750<=x<6780; y225=516+-0.0666667x; interpolation
6780<=x<6810; y226=7070+-1.03333x; interpolation
6810<=x<6840; y227=714+-0.1x; interpolation
6840<=x<6870; y228=-11370+1.66667x; interpolation
6870<=x<6900; y229=-607+0.1x; interpolation
6900<=x<6930; y230=-377+0.0666667x; interpolation
6930<=x<6960; y231=316+-0.0333333x; interpolation
6960<=x<6990; y232=1012+-0.133333x; interpolation
6990<=x<7020; y233=80+0x; interpolation
7020<=x<7050; y234=1484+-0.2x; interpolation
7050<=x<7080; y235=-1336+0.2x; interpolation
7080<=x<7110; y236=-1572+0.233333x; interpolation
7110<=x<7140; y237=5775+-0.8x; interpolation
7140<=x<7170; y238=-4697+0.666667x; interpolation
7170<=x<7200; y239=83+0x; interpolation
7200<=x<7230; y240=-397+0.0666667x; interpolation
7230<=x<7260; y241=326+-0.0333333x; interpolation
7260<=x<7290; y242=4682+-0.633333x; interpolation
7290<=x<7320; y243=-5281+0.733333x; interpolation
7320<=x<7350; y244=5211+-0.7x; interpolation
7350<=x<7380; y245=-179+0.0333333x; interpolation
7380<=x<7410; y246=-4853+0.666667x; interpolation
7410<=x<7440; y247=5027+-0.666667x; interpolation
7440<=x<7470; y248=-5141+0.7x; interpolation
7470<=x<7500; y249=1084+-0.133333x; interpolation
7500<=x<7530; y250=84+0x; interpolation
7530<=x<7560; y251=2092+-0.266667x; interpolation
7560<=x<7590; y252=3100+-0.4x; interpolation
7590<=x<7620; y253=-695+0.1x; interpolation
7620<=x<7650; y254=-3997+0.533333x; interpolation
7650<=x<7680; y255=83+0x; interpolation
7680<=x<7710; y256=-685+0.1x; interpolation
7710<=x<7740; y257=343+-0.0333333x; interpolation
7740<=x<7770; y258=5245+-0.666667x; interpolation
7770<=x<7800; y259=-453+0.0666667x; interpolation
7800<=x<7830; y260=-4093+0.533333x; interpolation
7830<=x<7860; y261=3998+-0.5x; interpolation
7860<=x<7890; y262=-4910+0.633333x; interpolation
7890<=x<7920; y263=87+0x; interpolation
7920<=x<7950; y264=351+-0.0333333x; interpolation
7950<=x<7980; y265=351+-0.0333333x; interpolation
7980<=x<8010; y266=5405+-0.666667x; interpolation
8010<=x<8040; y267=-4474+0.566667x; interpolation
8040<=x<8070; y268=4370+-0.533333x; interpolation
8070<=x<8100; y269=-5045+0.633333x; interpolation
8100<=x<8130; y270=4945+-0.6x; interpolation
8130<=x<8160; y271=-475+0.0666667x; interpolation
8160<=x<8190; y272=885+-0.1x; interpolation
8190<=x<8220; y273=-5940+0.733333x; interpolation
8220<=x<8250; y274=636+-0.0666667x; interpolation
8250<=x<8280; y275=5036+-0.6x; interpolation
8280<=x<8310; y276=-4900+0.6x; interpolation
8310<=x<8340; y277=5072+-0.6x; interpolation
8340<=x<8370; y278=-4380+0.533333x; interpolation
8370<=x<8400; y279=642+-0.0666667x; interpolation
8400<=x<8430; y280=4842+-0.566667x; interpolation
8430<=x<8460; y281=-5836+0.7x; interpolation
8460<=x<8490; y282=1496+-0.166667x; interpolation
8490<=x<8520; y283=7156+-0.833333x; interpolation
8520<=x<8550; y284=-3068+0.366667x; interpolation
8550<=x<8580; y285=-4778+0.566667x; interpolation
8580<=x<8610; y286=5232+-0.6x; interpolation
8610<=x<8640; y287=-5961+0.7x; interpolation
8640<=x<8670; y288=4983+-0.566667x; interpolation
8670<=x<8700; y289=-5132+0.6x; interpolation
8700<=x<8730; y290=7338+-0.833333x; interpolation
8730<=x<8760; y291=-5757+0.666667x; interpolation
8760<=x<8790; y292=5047+-0.566667x; interpolation
8790<=x<8820; y293=66+0x; interpolation
8820<=x<8850; y294=-5520+0.633333x; interpolation
8850<=x<8880; y295=380+-0.0333333x; interpolation
8880<=x<8910; y296=-508+0.0666667x; interpolation
8910<=x<8940; y297=680+-0.0666667x; interpolation
8940<=x<8970; y298=84+0x; interpolation
8970<=x<9000; y299=5167+-0.566667x; interpolation
9000<=x<9030; y300=-833+0.1x; interpolation
9030<=x<9060; y301=-4144+0.466667x; interpolation
9060<=x<9090; y302=4312+-0.466667x; interpolation
9090<=x<9120; y303=-4172+0.466667x; interpolation
9120<=x<9150; y304=4340+-0.466667x; interpolation
9150<=x<9180; y305=2815+-0.3x; interpolation
9180<=x<9210; y306=5569+-0.6x; interpolation
9210<=x<9240; y307=4341+-0.466667x; interpolation
9240<=x<9270; y308=-12291+1.33333x; interpolation
9270<=x<9300; y309=-4257+0.466667x; interpolation
9300<=x<9330; y310=5353+-0.566667x; interpolation
9330<=x<9360; y311=-4599+0.5x; interpolation
9360<=x<9390; y312=3825+-0.4x; interpolation
9390<=x<9420; y313=-4626+0.5x; interpolation
9420<=x<9450; y314=1654+-0.166667x; interpolation
9450<=x<9480; y315=-866+0.1x; interpolation
9480<=x<9510; y316=714+-0.0666667x; interpolation
9510<=x<9540; y317=4835+-0.5x; interpolation
9540<=x<9570; y318=-1525+0.166667x; interpolation
9570<=x<9600; y319=-4396+0.466667x; interpolation
9600<=x<9630; y320=2324+-0.233333x; interpolation
9630<=x<9660; y321=-3133+0.333333x; interpolation
9660<=x<9690; y322=3307+-0.333333x; interpolation
9690<=x<9720; y323=3953+-0.4x; interpolation
9720<=x<9750; y324=-6739+0.7x; interpolation
9750<=x<9780; y325=6261+-0.633333x; interpolation
9780<=x<9810; y326=-6453+0.666667x; interpolation
9810<=x<9840; y327=1068+-0.1x; interpolation
9840<=x<9870; y328=3036+-0.3x; interpolation
9870<=x<9900; y329=-3215+0.333333x; interpolation
9900<=x<9930; y330=1735+-0.166667x; interpolation
9930<=x<9960; y331=-1244+0.133333x; interpolation
9960<=x<9990; y332=-580+0.0666667x; interpolation
9990<=x<10020; y333=419+-0.0333333x; interpolation
10020<=x<10050; y334=7099+-0.7x; interpolation
10050<=x<10080; y335=-7306+0.733333x; interpolation
10080<=x<10110; y336=7142+-0.7x; interpolation
10110<=x<10140; y337=-272+0.0333333x; interpolation
10140<=x<10170; y338=-6694+0.666667x; interpolation
10170<=x<10200; y339=6527+-0.633333x; interpolation
10200<=x<10230; y340=-5033+0.5x; interpolation
10230<=x<10260; y341=6220+-0.6x; interpolation
10260<=x<10290; y342=-7118+0.7x; interpolation
10290<=x<10320; y343=85+0x; interpolation
10320<=x<10350; y344=1117+-0.1x; interpolation
10350<=x<10380; y345=5257+-0.5x; interpolation
10380<=x<10410; y346=-5815+0.566667x; interpolation
10410<=x<10440; y347=6330+-0.6x; interpolation
10440<=x<10470; y348=-6894+0.666667x; interpolation
10470<=x<10500; y349=7066+-0.666667x; interpolation
10500<=x<10530; y350=-6584+0.633333x; interpolation
10530<=x<10560; y351=436+-0.0333333x; interpolation
10560<=x<10590; y352=-972+0.1x; interpolation
10590<=x<10620; y353=1146+-0.1x; interpolation
10620<=x<10650; y354=-978+0.1x; interpolation
10650<=x<10680; y355=2572+-0.233333x; interpolation
10680<=x<10710; y356=6132+-0.566667x; interpolation
10710<=x<10740; y357=-7791+0.733333x; interpolation
10740<=x<10770; y358=7245+-0.666667x; interpolation
10770<=x<10800; y359=-7474+0.7x; interpolation
10800<=x<10830; y360=8366+-0.766667x; interpolation
10830<=x<10860; y361=-1381+0.133333x; interpolation
10860<=x<10890; y362=-6449+0.6x; interpolation
10890<=x<10920; y363=1900+-0.166667x; interpolation
10920<=x<10950; y364=-2104+0.2x; interpolation
10950<=x<10980; y365=1181+-0.1x; interpolation
10980<=x<11010; y366=-1381+0.133333x; interpolation
11010<=x<11040; y367=7794+-0.7x; interpolation
11040<=x<11070; y368=-6926+0.633333x; interpolation
11070<=x<11100; y369=7096+-0.633333x; interpolation
11100<=x<11130; y370=-7704+0.7x; interpolation
11130<=x<11160; y371=7878+-0.7x; interpolation
11160<=x<11190; y372=-306+0.0333333x; interpolation
11190<=x<11220; y373=-5155+0.466667x; interpolation
11220<=x<11250; y374=5317+-0.466667x; interpolation
11250<=x<11280; y375=-6308+0.566667x; interpolation
11280<=x<11310; y376=6476+-0.566667x; interpolation
11310<=x<11340; y377=-6719+0.6x; interpolation
11340<=x<11370; y378=6889+-0.6x; interpolation
11370<=x<11400; y379=-6755+0.6x; interpolation
11400<=x<11430; y380=845+-0.0666667x; interpolation
11430<=x<11460; y381=21800+-1.9x; interpolation
11460<=x<11490; y382=-14872+1.3x; interpolation
11490<=x<11520; y383=831+-0.0666667x; interpolation
11520<=x<11550; y384=-8385+0.733333x; interpolation
11550<=x<11580; y385=7785+-0.666667x; interpolation
11580<=x<11610; y386=-7655+0.666667x; interpolation
11610<=x<11640; y387=8212+-0.7x; interpolation
11640<=x<11670; y388=-7696+0.666667x; interpolation
11670<=x<11700; y389=7475+-0.633333x; interpolation
11700<=x<11730; y390=-7345+0.633333x; interpolation
11730<=x<11760; y391=7513+-0.633333x; interpolation
11760<=x<11790; y392=-8167+0.7x; interpolation
11790<=x<11820; y393=2444+-0.2x; interpolation
11820<=x<11850; y394=4808+-0.4x; interpolation
11850<=x<11880; y395=-5857+0.5x; interpolation
11880<=x<11910; y396=2459+-0.2x; interpolation
11910<=x<11940; y397=-3893+0.333333x; interpolation
11940<=x<11970; y398=2077+-0.166667x; interpolation
11970<=x<12000; y399=-1913+0.166667x; interpolation
12000<=x<12030; y400=887+-0.0666667x; interpolation
12030<=x<12060; y401=7704+-0.633333x; interpolation
12060<=x<12090; y402=-7974+0.666667x; interpolation
12090<=x<12120; y403=8146+-0.666667x; interpolation
12120<=x<12150; y404=-7206+0.6x; interpolation
12150<=x<12180; y405=7779+-0.633333x; interpolation
12180<=x<12210; y406=-5619+0.466667x; interpolation
12210<=x<12240; y407=5777+-0.466667x; interpolation
12240<=x<12270; y408=-1159+0.1x; interpolation
12270<=x<12300; y409=-6067+0.5x; interpolation
12300<=x<12330; y410=7053+-0.566667x; interpolation
12330<=x<12360; y411=-6921+0.566667x; interpolation
12360<=x<12390; y412=5851+-0.466667x; interpolation
12390<=x<12420; y413=-6126+0.5x; interpolation
12420<=x<12450; y414=1326+-0.1x; interpolation
12450<=x<12480; y415=6306+-0.5x; interpolation
12480<=x<12510; y416=-7422+0.6x; interpolation
12510<=x<12540; y417=7590+-0.6x; interpolation
12540<=x<12570; y418=-1188+0.1x; interpolation
12570<=x<12600; y419=-5797+0.466667x; interpolation
12600<=x<12630; y420=83+0x; interpolation
12630<=x<12660; y421=-1180+0.1x; interpolation
12660<=x<12690; y422=8104+-0.633333x; interpolation
12690<=x<12720; y423=-7124+0.566667x; interpolation
12720<=x<12750; y424=6868+-0.533333x; interpolation
12750<=x<12780; y425=-6307+0.5x; interpolation
12780<=x<12810; y426=6899+-0.533333x; interpolation
12810<=x<12840; y427=-7619+0.6x; interpolation
12840<=x<12870; y428=7361+-0.566667x; interpolation
12870<=x<12900; y429=-6796+0.533333x; interpolation
12900<=x<12930; y430=6534+-0.5x; interpolation
12930<=x<12960; y431=-5965+0.466667x; interpolation
12960<=x<12990; y432=7859+-0.6x; interpolation
12990<=x<13020; y433=-8595+0.666667x; interpolation
13020<=x<13050; y434=7029+-0.533333x; interpolation
13050<=x<13080; y435=-6891+0.533333x; interpolation
13080<=x<13110; y436=2265+-0.166667x; interpolation
13110<=x<13140; y437=-1231+0.1x; interpolation
13140<=x<13170; y438=5777+-0.433333x; interpolation
13170<=x<13200; y439=-6515+0.5x; interpolation
13200<=x<13230; y440=1405+-0.1x; interpolation
13230<=x<13260; y441=-1241+0.1x; interpolation
13260<=x<13290; y442=3179+-0.233333x; interpolation
13290<=x<13320; y443=-3466+0.266667x; interpolation
13320<=x<13350; y444=3194+-0.233333x; interpolation
13350<=x<13380; y445=-2591+0.2x; interpolation
13380<=x<13410; y446=8113+-0.6x; interpolation
13410<=x<13440; y447=4984+-0.366667x; interpolation
13440<=x<13470; y448=-12936+0.966667x; interpolation
13470<=x<13500; y449=8616+-0.633333x; interpolation
13500<=x<13530; y450=-9384+0.7x; interpolation
13530<=x<13560; y451=9107+-0.666667x; interpolation
13560<=x<13590; y452=-8069+0.6x; interpolation
13590<=x<13620; y453=9145+-0.666667x; interpolation
13620<=x<13650; y454=-9015+0.666667x; interpolation
13650<=x<13680; y455=9185+-0.666667x; interpolation
13680<=x<13710; y456=-2215+0.166667x; interpolation
13710<=x<13740; y457=9667+-0.7x; interpolation
13740<=x<13770; y458=10583+-0.766667x; interpolation
13770<=x<13800; y459=-22465+1.63333x; interpolation
13800<=x<13830; y460=-3145+0.233333x; interpolation
13830<=x<13860; y461=7919+-0.566667x; interpolation
13860<=x<13890; y462=-8251+0.6x; interpolation
13890<=x<13920; y463=8880+-0.633333x; interpolation
13920<=x<13950; y464=-8752+0.633333x; interpolation
13950<=x<13980; y465=8918+-0.633333x; interpolation
13980<=x<14010; y466=-9722+0.7x; interpolation
14010<=x<14040; y467=8958+-0.633333x; interpolation
14040<=x<14070; y468=-7422+0.533333x; interpolation
14070<=x<14100; y469=8055+-0.566667x; interpolation
14100<=x<14130; y470=-9335+0.666667x; interpolation
14130<=x<14160; y471=9505+-0.666667x; interpolation
14160<=x<14190; y472=-1351+0.1x; interpolation
14190<=x<14220; y473=-7500+0.533333x; interpolation
14220<=x<14250; y474=7668+-0.533333x; interpolation
14250<=x<14280; y475=-8482+0.6x; interpolation
14280<=x<14310; y476=8654+-0.6x; interpolation
14310<=x<14340; y477=-7564+0.533333x; interpolation
14340<=x<14370; y478=8210+-0.566667x; interpolation
14370<=x<14400; y479=-9992+0.7x; interpolation
14400<=x<14430; y480=568+-0.0333333x; interpolation
14430<=x<14460; y481=10188+-0.7x; interpolation
14460<=x<14490; y482=-9092+0.633333x; interpolation
14490<=x<14520; y483=7813+-0.533333x; interpolation
14520<=x<14550; y484=-6223+0.433333x; interpolation
14550<=x<14580; y485=5902+-0.4x; interpolation
14580<=x<14610; y486=-5276+0.366667x; interpolation
14610<=x<14640; y487=7873+-0.533333x; interpolation
14640<=x<14670; y488=-8231+0.566667x; interpolation
14670<=x<14700; y489=9862+-0.666667x; interpolation
14700<=x<14730; y490=-11208+0.766667x; interpolation
14730<=x<14760; y491=9414+-0.633333x; interpolation
14760<=x<14790; y492=-8790+0.6x; interpolation
14790<=x<14820; y493=-902+0.0666667x; interpolation
14820<=x<14850; y494=6508+-0.433333x; interpolation
14850<=x<14880; y495=-6362+0.433333x; interpolation
14880<=x<14910; y496=3062+-0.2x; interpolation
14910<=x<14940; y497=-2902+0.2x; interpolation
14940<=x<14970; y498=3074+-0.2x; interpolation
14970<=x<15000; y499=6567+-0.433333x; interpolation
15000<=x<15030; y500=-433+0.0333333x; interpolation
15030<=x<15060; y501=-7447+0.5x; interpolation
15060<=x<15090; y502=6609+-0.433333x; interpolation
15090<=x<15120; y503=-6972+0.466667x; interpolation
15120<=x<15150; y504=-420+0.0333333x; interpolation
15150<=x<15180; y505=-420+0.0333333x; interpolation
15180<=x<15210; y506=86+0x; interpolation
15210<=x<15240; y507=8705+-0.566667x; interpolation
15240<=x<15270; y508=-8567+0.566667x; interpolation
15270<=x<15300; y509=5176+-0.333333x; interpolation
15300<=x<15330; y510=-3494+0.233333x; interpolation
15330<=x<15360; y511=5704+-0.366667x; interpolation
15360<=x<15390; y512=-7096+0.466667x; interpolation
15390<=x<15420; y513=10859+-0.7x; interpolation
15420<=x<15450; y514=-10215+0.666667x; interpolation
15450<=x<15480; y515=9870+-0.633333x; interpolation
15480<=x<15510; y516=66+0x; interpolation
15510<=x<15540; y517=66+0x; interpolation
15540<=x<15570; y518=-8222+0.533333x; interpolation
15570<=x<15600; y519=82+0x; interpolation
15600<=x<15630; y520=2162+-0.133333x; interpolation
15630<=x<15660; y521=-3569+0.233333x; interpolation
15660<=x<15690; y522=1129+-0.0666667x; interpolation
15690<=x<15720; y523=-2009+0.133333x; interpolation
15720<=x<15750; y524=2183+-0.133333x; interpolation
15750<=x<15780; y525=9533+-0.6x; interpolation
15780<=x<15810; y526=-10455+0.666667x; interpolation
15810<=x<15840; y527=10625+-0.666667x; interpolation
15840<=x<15870; y528=-10495+0.666667x; interpolation
15870<=x<15900; y529=-444+0.0333333x; interpolation
15900<=x<15930; y530=616+-0.0333333x; interpolation
15930<=x<15960; y531=10705+-0.666667x; interpolation
15960<=x<15990; y532=-11107+0.7x; interpolation
